Gene,label
TPTE,Nonessential_Gene
IFNW1,Nonessential_Gene
HTR5A,Nonessential_Gene
INSM2,Nonessential_Gene
MEPE,Nonessential_Gene
MS4A5,Nonessential_Gene
PRAMEF2,Nonessential_Gene
SHCBP1L,Nonessential_Gene
OR5AU1,Nonessential_Gene
OR52L1,Nonessential_Gene
NEUROD4,Nonessential_Gene
CYP26C1,Nonessential_Gene
RTP1,Nonessential_Gene
TAAR1,Nonessential_Gene
NLRP4,Nonessential_Gene
KRT33A,Nonessential_Gene
GPR26,Nonessential_Gene
LORICRIN,Nonessential_Gene
IL21,Nonessential_Gene
GBP7,Nonessential_Gene
H1-8,Nonessential_Gene
ACTL7B,Nonessential_Gene
LGALS14,Nonessential_Gene
TAS2R39,Nonessential_Gene
IFNA2,Nonessential_Gene
SERPINA12,Nonessential_Gene
SLCO1B1,Nonessential_Gene
SERPINA9,Nonessential_Gene
CELA2A,Nonessential_Gene
OR10X1,Nonessential_Gene
OR6A2,Nonessential_Gene
MRGPRX1,Nonessential_Gene
IL3,Nonessential_Gene
WFDC11,Nonessential_Gene
CABP5,Nonessential_Gene
RHO,Nonessential_Gene
SLC25A31,Nonessential_Gene
T,Nonessential_Gene
OR52W1,Nonessential_Gene
C20orf173,Nonessential_Gene
FOXB1,Nonessential_Gene
OR2AK2,Nonessential_Gene
RP1,Nonessential_Gene
IFNB1,Nonessential_Gene
INSRR,Nonessential_Gene
IFNA14,Nonessential_Gene
PNLIPRP1,Nonessential_Gene
IFNA7,Nonessential_Gene
SEPTIN14,Nonessential_Gene
TRPC7,Nonessential_Gene
SPRR4,Nonessential_Gene
TAS2R13,Nonessential_Gene
RDH8,Nonessential_Gene
KRT25,Nonessential_Gene
KCNK16,Nonessential_Gene
ADAD1,Nonessential_Gene
SLC22A6,Nonessential_Gene
DEFA5,Nonessential_Gene
RNASE12,Nonessential_Gene
SLC22A12,Nonessential_Gene
ZNF804B,Nonessential_Gene
CSN3,Nonessential_Gene
GRM6,Nonessential_Gene
OR2T10,Nonessential_Gene
IL17A,Nonessential_Gene
MMP20,Nonessential_Gene
C17orf78,Nonessential_Gene
AQP8,Nonessential_Gene
TPH2,Nonessential_Gene
CYP4A22,Nonessential_Gene
BPIFA3,Nonessential_Gene
IL36B,Nonessential_Gene
OR1E2,Nonessential_Gene
APOA4,Nonessential_Gene
SLC22A8,Nonessential_Gene
PRB4,Nonessential_Gene
C10orf113,Nonessential_Gene
ANTXRL,Nonessential_Gene
TBXT,Nonessential_Gene
PDCL2,Nonessential_Gene
RBP3,Nonessential_Gene
RD3,Nonessential_Gene
GSX2,Nonessential_Gene
OR2J2,Nonessential_Gene
MMD2,Nonessential_Gene
SPEM1,Nonessential_Gene
PRLH,Nonessential_Gene
OLIG2,Nonessential_Gene
WFDC9,Nonessential_Gene
IRGC,Nonessential_Gene
KCNB2,Nonessential_Gene
TAAR2,Nonessential_Gene
TRIM67,Nonessential_Gene
ATOH1,Nonessential_Gene
KRT82,Nonessential_Gene
MAS1L,Nonessential_Gene
RP1L1,Nonessential_Gene
MYF5,Nonessential_Gene
ASIC5,Nonessential_Gene
KRT28,Nonessential_Gene
OR5W2,Nonessential_Gene
TSPO2,Nonessential_Gene
GRM4,Nonessential_Gene
KRT71,Nonessential_Gene
ABCG8,Nonessential_Gene
OR56B1,Nonessential_Gene
RFPL4B,Nonessential_Gene
UROC1,Nonessential_Gene
FOXB2,Nonessential_Gene
APOBEC1,Nonessential_Gene
KRTAP4-7,Nonessential_Gene
CABP2,Nonessential_Gene
OR52K2,Nonessential_Gene
OR52I2,Nonessential_Gene
OR1G1,Nonessential_Gene
ADAM18,Nonessential_Gene
KRT40,Nonessential_Gene
SPPL2C,Nonessential_Gene
VAX1,Nonessential_Gene
IL1F10,Nonessential_Gene
LRRC10,Nonessential_Gene
CYP2C19,Nonessential_Gene
INSL5,Nonessential_Gene
ACCSL,Nonessential_Gene
MEP1A,Nonessential_Gene
TCHHL1,Nonessential_Gene
KRTAP10-5,Nonessential_Gene
KRTAP9-2,Nonessential_Gene
SERPINB12,Nonessential_Gene
MMP21,Nonessential_Gene
PRAMEF7,Nonessential_Gene
OR8B8,Nonessential_Gene
GLT6D1,Nonessential_Gene
KRTAP10-9,Nonessential_Gene
BPIFC,Nonessential_Gene
OR5P3,Nonessential_Gene
TRIM60,Nonessential_Gene
GALR1,Nonessential_Gene
OR2T33,Nonessential_Gene
CCT8L2,Nonessential_Gene
GPX6,Nonessential_Gene
CNPY1,Nonessential_Gene
OR52E8,Nonessential_Gene
DDI1,Nonessential_Gene
FABP2,Nonessential_Gene
POTEG,Nonessential_Gene
TAAR5,Nonessential_Gene
RBPJL,Nonessential_Gene
MMP27,Nonessential_Gene
CLRN1,Nonessential_Gene
CYLC2,Nonessential_Gene
KRTAP10-11,Nonessential_Gene
LHX5,Nonessential_Gene
FOXR1,Nonessential_Gene
MS4A10,Nonessential_Gene
HRG,Nonessential_Gene
TMPRSS11A,Nonessential_Gene
TMPRSS15,Nonessential_Gene
BSND,Nonessential_Gene
NKX2-1,Nonessential_Gene
APOF,Nonessential_Gene
PIWIL3,Nonessential_Gene
IL36A,Nonessential_Gene
TMEM225,Nonessential_Gene
MOGAT3,Nonessential_Gene
OR4D11,Nonessential_Gene
PAX4,Nonessential_Gene
ENTHD1,Nonessential_Gene
KRTAP13-2,Nonessential_Gene
OR8A1,Nonessential_Gene
PRSS58,Nonessential_Gene
OLIG3,Nonessential_Gene
IL31,Nonessential_Gene
KRT73,Nonessential_Gene
KRTAP10-12,Nonessential_Gene
OR2G3,Nonessential_Gene
GPR148,Nonessential_Gene
GML,Nonessential_Gene
ZNF648,Nonessential_Gene
DMRTC2,Nonessential_Gene
GALNTL5,Nonessential_Gene
KRT35,Nonessential_Gene
CHAT,Nonessential_Gene
FAM71C,Nonessential_Gene
IL36RN,Nonessential_Gene
MUC7,Nonessential_Gene
FAM71B,Nonessential_Gene
G6PC1,Nonessential_Gene
NR2E1,Nonessential_Gene
CYP7A1,Nonessential_Gene
GPR151,Nonessential_Gene
GLRA1,Nonessential_Gene
PAX1,Nonessential_Gene
POM121L12,Nonessential_Gene
RBM46,Nonessential_Gene
IFNA21,Nonessential_Gene
ZP4,Nonessential_Gene
SPATA21,Nonessential_Gene
LYZL6,Nonessential_Gene
OR10H1,Nonessential_Gene
OR14A16,Nonessential_Gene
CLDN17,Nonessential_Gene
MBD3L1,Nonessential_Gene
TAS2R16,Nonessential_Gene
C2orf61,Nonessential_Gene
OR51V1,Nonessential_Gene
CSTL1,Nonessential_Gene
CTCFL,Nonessential_Gene
DPRX,Nonessential_Gene
FOXN1,Nonessential_Gene
H4C7,Nonessential_Gene
IFNA10,Nonessential_Gene
SLC17A6,Nonessential_Gene
OR5T3,Nonessential_Gene
C2orf71,Nonessential_Gene
C6orf10,Nonessential_Gene
CEACAM7,Nonessential_Gene
OR56A4,Nonessential_Gene
OTP,Nonessential_Gene
FLG2,Nonessential_Gene
AIPL1,Nonessential_Gene
FNDC7,Nonessential_Gene
TEX45,Nonessential_Gene
EFCAB3,Nonessential_Gene
OR10A5,Nonessential_Gene
OR7G2,Nonessential_Gene
KCNA10,Nonessential_Gene
GPR139,Nonessential_Gene
FUT9,Nonessential_Gene
CYP11B1,Nonessential_Gene
HMX1,Nonessential_Gene
TMEM132E-DT,Nonessential_Gene
KRT36,Nonessential_Gene
SLITRK1,Nonessential_Gene
ZNF679,Nonessential_Gene
ASZ1,Nonessential_Gene
DRGX,Nonessential_Gene
OR2D2,Nonessential_Gene
OR1A2,Nonessential_Gene
IFNA4,Nonessential_Gene
TMPRSS11F,Nonessential_Gene
RND2,Nonessential_Gene
SLC18A3,Nonessential_Gene
KRT38,Nonessential_Gene
DEFB106A,Nonessential_Gene
OR52B6,Nonessential_Gene
HAO1,Nonessential_Gene
C1orf146,Nonessential_Gene
OTOR,Nonessential_Gene
OR2C1,Nonessential_Gene
TRHR,Nonessential_Gene
UBQLN3,Nonessential_Gene
FIGLA,Nonessential_Gene
NCR2,Nonessential_Gene
SLC7A13,Nonessential_Gene
CYP2A13,Nonessential_Gene
OR5R1,Nonessential_Gene
KRTAP10-10,Nonessential_Gene
TAAR6,Nonessential_Gene
GCM2,Nonessential_Gene
C8B,Nonessential_Gene
SCN10A,Nonessential_Gene
OR5I1,Nonessential_Gene
KRT75,Nonessential_Gene
OR10A4,Nonessential_Gene
ATP6V1G3,Nonessential_Gene
SPACA7,Nonessential_Gene
KCNG4,Nonessential_Gene
COX7B2,Nonessential_Gene
TCEB3B,Nonessential_Gene
KASH5,Nonessential_Gene
G6PC,Nonessential_Gene
FUT5,Nonessential_Gene
TKTL2,Nonessential_Gene
CSHL1,Nonessential_Gene
DAZL,Nonessential_Gene
KRTAP5-2,Nonessential_Gene
MAS1,Nonessential_Gene
TMPRSS11B,Nonessential_Gene
POTEH,Nonessential_Gene
CNTNAP5,Nonessential_Gene
TAS2R42,Nonessential_Gene
SLC32A1,Nonessential_Gene
DMP1,Nonessential_Gene
FSCB,Nonessential_Gene
HTR3C,Nonessential_Gene
LCN9,Nonessential_Gene
ALPI,Nonessential_Gene
MT1B,Nonessential_Gene
ARGFX,Nonessential_Gene
KRTAP4-12,Nonessential_Gene
OR4K17,Nonessential_Gene
MRGPRX2,Nonessential_Gene
PBOV1,Nonessential_Gene
SOHLH1,Nonessential_Gene
ZP2,Nonessential_Gene
ATP4B,Nonessential_Gene
BRDT,Nonessential_Gene
GFRA4,Nonessential_Gene
CCL1,Nonessential_Gene
KCNK18,Nonessential_Gene
CHRNA6,Nonessential_Gene
KIF2B,Nonessential_Gene
PRSS33,Nonessential_Gene
HRH3,Nonessential_Gene
SLC39A12,Nonessential_Gene
STATH,Nonessential_Gene
B3GNT6,Nonessential_Gene
GPR78,Nonessential_Gene
OR10Z1,Nonessential_Gene
TBC1D29P,Nonessential_Gene
MBD3L2,Nonessential_Gene
IFNA16,Nonessential_Gene
PRAMEF4,Nonessential_Gene
CSN2,Nonessential_Gene
ACTL9,Nonessential_Gene
CST11,Nonessential_Gene
TXNDC8,Nonessential_Gene
OR8U3,Nonessential_Gene
OR2W1,Nonessential_Gene
TMPRSS12,Nonessential_Gene
F13B,Nonessential_Gene
KRTAP10-1,Nonessential_Gene
GPRC6A,Nonessential_Gene
GPX5,Nonessential_Gene
SCGB1D1,Nonessential_Gene
CCDC83,Nonessential_Gene
C2orf83,Nonessential_Gene
LIN28A,Nonessential_Gene
SSTR4,Nonessential_Gene
LINC01599,Nonessential_Gene
OR6V1,Nonessential_Gene
TRIM48,Nonessential_Gene
GPR32,Nonessential_Gene
MEP1B,Nonessential_Gene
TREML4,Nonessential_Gene
GDF2,Nonessential_Gene
OR4D9,Nonessential_Gene
OTOP3,Nonessential_Gene
PRB1,Nonessential_Gene
LRIT1,Nonessential_Gene
KCNV1,Nonessential_Gene
TSPYL6,Nonessential_Gene
C3orf30,Nonessential_Gene
IFIT1B,Nonessential_Gene
TYR,Nonessential_Gene
OR5T1,Nonessential_Gene
PLA2G4E,Nonessential_Gene
CCKAR,Nonessential_Gene
CST9,Nonessential_Gene
ELOA2,Nonessential_Gene
RNASE13,Nonessential_Gene
IAPP,Nonessential_Gene
C10orf53,Nonessential_Gene
KRT9,Nonessential_Gene
NLRP8,Nonessential_Gene
OR51F2,Nonessential_Gene
POU5F2,Nonessential_Gene
RNASE11,Nonessential_Gene
TAS2R8,Nonessential_Gene
OR7A17,Nonessential_Gene
C8orf86,Nonessential_Gene
PIWIL1,Nonessential_Gene
VSX2,Nonessential_Gene
RNF17,Nonessential_Gene
TAS2R60,Nonessential_Gene
SLC22A25,Nonessential_Gene
OR10A2,Nonessential_Gene
C10orf120,Nonessential_Gene
CST9L,Nonessential_Gene
OR6S1,Nonessential_Gene
NEUROD2,Nonessential_Gene
OR5M1,Nonessential_Gene
USP17L2,Nonessential_Gene
GABRA1,Nonessential_Gene
OR10H2,Nonessential_Gene
ADAM2,Nonessential_Gene
SOX1,Nonessential_Gene
C12orf40,Nonessential_Gene
CRYGB,Nonessential_Gene
CABS1,Nonessential_Gene
HOXB1,Nonessential_Gene
IL25,Nonessential_Gene
MC5R,Nonessential_Gene
PDX1,Nonessential_Gene
OR2T12,Nonessential_Gene
ACTL7A,Nonessential_Gene
KRT86,Nonessential_Gene
SLC25A2,Nonessential_Gene
KRTAP10-2,Nonessential_Gene
SLCO6A1,Nonessential_Gene
ALX3,Nonessential_Gene
KRTAP4-2,Nonessential_Gene
COL20A1,Nonessential_Gene
MRGPRD,Nonessential_Gene
ZNRF4,Nonessential_Gene
OTX2,Nonessential_Gene
SLC36A3,Nonessential_Gene
SLC22A9,Nonessential_Gene
HTR3D,Nonessential_Gene
RTP2,Nonessential_Gene
IFNA17,Nonessential_Gene
SPINK14,Nonessential_Gene
RPE65,Nonessential_Gene
TEX55,Nonessential_Gene
IL12B,Nonessential_Gene
OPALIN,Nonessential_Gene
TAAR8,Nonessential_Gene
CST5,Nonessential_Gene
HCRTR2,Nonessential_Gene
GRM5,Nonessential_Gene
C19orf45,Nonessential_Gene
SLC6A18,Nonessential_Gene
DEFA6,Nonessential_Gene
CLEC3A,Nonessential_Gene
MC3R,Nonessential_Gene
SLC6A7,Nonessential_Gene
DSPP,Nonessential_Gene
SLC13A1,Nonessential_Gene
H2AC1,Nonessential_Gene
KRTAP10-6,Nonessential_Gene
KHDC3L,Nonessential_Gene
MRGPRX4,Nonessential_Gene
BANF2,Nonessential_Gene
LIM2,Nonessential_Gene
TAS2R46,Nonessential_Gene
SLC2A2,Nonessential_Gene
NPFFR1,Nonessential_Gene
OPN5,Nonessential_Gene
PDILT,Nonessential_Gene
INS,Nonessential_Gene
OR1N2,Nonessential_Gene
RNASE10,Nonessential_Gene
RPTN,Nonessential_Gene
ZSWIM2,Nonessential_Gene
OR13D1,Nonessential_Gene
POTED,Nonessential_Gene
KRTAP13-4,Nonessential_Gene
GIF,Nonessential_Gene
KRTAP13-1,Nonessential_Gene
OR52A5,Nonessential_Gene
OR1S1,Nonessential_Gene
KRTAP4-4,Nonessential_Gene
OR51B6,Nonessential_Gene
OR12D3,Nonessential_Gene
NLRP5,Nonessential_Gene
OR56A1,Nonessential_Gene
SIGLECL1,Nonessential_Gene
KRT76,Nonessential_Gene
DMRT1,Nonessential_Gene
SCRT2,Nonessential_Gene
SI,Nonessential_Gene
ALPPL2,Nonessential_Gene
SPHAR,Nonessential_Gene
CLEC2A,Nonessential_Gene
IFNA8,Nonessential_Gene
OR4D1,Nonessential_Gene
IQCF1,Nonessential_Gene
STPG4,Nonessential_Gene
SP8,Nonessential_Gene
GK2,Nonessential_Gene
TAS2R1,Nonessential_Gene
KRTAP4-11,Nonessential_Gene
OR2T27,Nonessential_Gene
PRDM9,Nonessential_Gene
RETNLB,Nonessential_Gene
SLC2A7,Nonessential_Gene
FFAR1,Nonessential_Gene
FEZF1,Nonessential_Gene
RESP18,Nonessential_Gene
MTNR1B,Nonessential_Gene
ART1,Nonessential_Gene
CCDC172,Nonessential_Gene
CST8,Nonessential_Gene
UTS2R,Nonessential_Gene
OR3A3,Nonessential_Gene
PRDM7,Nonessential_Gene
OR13C3,Nonessential_Gene
OR5P2,Nonessential_Gene
TAS2R9,Nonessential_Gene
OR2C3,Nonessential_Gene
DDX4,Nonessential_Gene
OR8G5,Nonessential_Gene
PGK2,Nonessential_Gene
NMS,Nonessential_Gene
CELA3B,Nonessential_Gene
CSH1,Nonessential_Gene
OR1B1,Nonessential_Gene
ANKRD30A,Nonessential_Gene
PDE6H,Nonessential_Gene
NOTO,Nonessential_Gene
LBX1,Nonessential_Gene
FEZF2,Nonessential_Gene
MMP26,Nonessential_Gene
CRX,Nonessential_Gene
HTR3E,Nonessential_Gene
IL9,Nonessential_Gene
OR7C2,Nonessential_Gene
CACNG5,Nonessential_Gene
USP29,Nonessential_Gene
CDCP2,Nonessential_Gene
SLC22A13,Nonessential_Gene
CRNN,Nonessential_Gene
MUC17,Nonessential_Gene
FRG2,Nonessential_Gene
GOT1L1,Nonessential_Gene
GSC2,Nonessential_Gene
C8A,Nonessential_Gene
S100A7A,Nonessential_Gene
NOX3,Nonessential_Gene
OR2AT4,Nonessential_Gene
SDR9C7,Nonessential_Gene
TCP10L2,Nonessential_Gene
TAS2R41,Nonessential_Gene
OR7D4,Nonessential_Gene
TEX101,Nonessential_Gene
TGM6,Nonessential_Gene
TRIM40,Nonessential_Gene
C16orf78,Nonessential_Gene
CLEC6A,Nonessential_Gene
NANOGNB,Nonessential_Gene
OR10J1,Nonessential_Gene
MS4A13,Nonessential_Gene
OR52A1,Nonessential_Gene
PDYN,Nonessential_Gene
KRTAP11-1,Nonessential_Gene
BPIFA1,Nonessential_Gene
DMRTB1,Nonessential_Gene
KRTAP23-1,Nonessential_Gene
TBC1D29,Nonessential_Gene
RAX,Nonessential_Gene
DSCR4,Nonessential_Gene
CACNG3,Nonessential_Gene
GALR3,Nonessential_Gene
CDX2,Nonessential_Gene
LIPM,Nonessential_Gene
HTR6,Nonessential_Gene
TMIGD1,Nonessential_Gene
KRTAP15-1,Nonessential_Gene
SOX14,Nonessential_Gene
PSKH2,Nonessential_Gene
TBC1D21,Nonessential_Gene
OR6K6,Nonessential_Gene
LYZL1,Nonessential_Gene
TSSK1B,Nonessential_Gene
CELA3A,Nonessential_Gene
TRIM42,Nonessential_Gene
HTR1A,Nonessential_Gene
XKR7,Nonessential_Gene
KRTAP9-3,Nonessential_Gene
TBPL2,Nonessential_Gene
DPCR1,Nonessential_Gene
GPR31,Nonessential_Gene
ADGRG7,Nonessential_Gene
VN1R2,Nonessential_Gene
OR1A1,Nonessential_Gene
CATSPER4,Nonessential_Gene
VN1R4,Nonessential_Gene
IZUMO2,Nonessential_Gene
FCRL4,Nonessential_Gene
DTX2,Nonessential_Gene
IL17F,Nonessential_Gene
OR4D10,Nonessential_Gene
CST4,Nonessential_Gene
GHRH,Nonessential_Gene
UMOD,Nonessential_Gene
TFAP2D,Nonessential_Gene
BMP10,Nonessential_Gene
MSGN1,Nonessential_Gene
TRPM1,Nonessential_Gene
KRT85,Nonessential_Gene
CFHR2,Nonessential_Gene
OR52B2,Nonessential_Gene
KRT74,Nonessential_Gene
RXFP3,Nonessential_Gene
TAS2R40,Nonessential_Gene
OR1S2,Nonessential_Gene
DCANP1,Nonessential_Gene
FGF6,Nonessential_Gene
PROP1,Nonessential_Gene
KLK12,Nonessential_Gene
PRSS55,Nonessential_Gene
PCARE,Nonessential_Gene
RAX2,Nonessential_Gene
PNPLA5,Nonessential_Gene
TMEM207,Nonessential_Gene
H2BC1,Nonessential_Gene
CNBD1,Nonessential_Gene
OR51T1,Nonessential_Gene
OR5C1,Nonessential_Gene
PRAMEF1,Nonessential_Gene
KRT78,Nonessential_Gene
GPR45,Nonessential_Gene
TAS2R43,Nonessential_Gene
OR10H3,Nonessential_Gene
OR4C11,Nonessential_Gene
EGR4,Nonessential_Gene
CTRB1,Nonessential_Gene
KRTAP26-1,Nonessential_Gene
PRDM13,Nonessential_Gene
LRIT2,Nonessential_Gene
DEFB127,Nonessential_Gene
TSBP1,Nonessential_Gene
GABRA6,Nonessential_Gene
VPREB1,Nonessential_Gene
KRTAP10-4,Nonessential_Gene
OR11A1,Nonessential_Gene
TAS2R50,Nonessential_Gene
OR1L6,Nonessential_Gene
PRG3,Nonessential_Gene
FNDC9,Nonessential_Gene
GUCA2A,Nonessential_Gene
GSTA5,Nonessential_Gene
GHSR,Nonessential_Gene
NKX2-2,Nonessential_Gene
TRIML1,Nonessential_Gene
FGF4,Nonessential_Gene
PPP3R2,Nonessential_Gene
DIRC1,Nonessential_Gene
KRTAP17-1,Nonessential_Gene
HDGFL1,Nonessential_Gene
PRLHR,Nonessential_Gene
PRSS38,Nonessential_Gene
DEFB129,Nonessential_Gene
KRTAP13-3,Nonessential_Gene
CFHR5,Nonessential_Gene
ADAM20,Nonessential_Gene
OR12D2,Nonessential_Gene
GJA10,Nonessential_Gene
TRIM43,Nonessential_Gene
OR3A2,Nonessential_Gene
SLC10A2,Nonessential_Gene
RNASE9,Nonessential_Gene
OR2T5,Nonessential_Gene
WFDC10A,Nonessential_Gene
ALPG,Nonessential_Gene
TPD52L3,Nonessential_Gene
TEDDM1,Nonessential_Gene
RFPL3,Nonessential_Gene
OR2G2,Nonessential_Gene
